end_of_period,loan_number,region,country_code,country,borrower,guarantor_country_code,guarantor,loan_type,loan_status,interest_rate,currency_of_commitment,project_id,project_name_,original_principal_amount,cancelled_amount,undisbursed_amount,disbursed_amount,repaid_to_ibrd,due_to_ibrd,exchange_adjustment,borrowers_obligation,sold_3rd_party,repaid_3rd_party,due_3rd_party,loans_held,first_repayment_date,last_repayment_date,agreement_signing_date,board_approval_date,effective_date_most_recent,closed_date_most_recent,last_disbursement_date
30-Nov-2019,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NPL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Oct-2019,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NPL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Sep-2019,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NPL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Aug-2019,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NPL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.75,0.0,0,191044211.75,103372211.75,0,-0.01,-0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Jul-2019,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NPL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Jun-2019,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NPL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-May-2019,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NPL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Apr-2019,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NPL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.75,0.0,0,191044211.75,103372211.75,0,-0.01,-0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Mar-2019,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NPL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
28-Feb-2019,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NPL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Jan-2019,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Dec-2018,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NPL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Nov-2018,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Oct-2018,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Sep-2018,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Aug-2018,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Jul-2018,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.75,0.0,0,191044211.75,103372211.75,0,0.01,0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Jun-2018,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.75,0.0,0,191044211.75,103372211.75,0,-0.01,-0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-May-2018,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Apr-2018,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.75,0.0,0,191044211.75,103372211.75,0,-0.01,-0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Mar-2018,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.75,0.0,0,191044211.75,103372211.75,0,0.01,0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
28-Feb-2018,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Jan-2018,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.75,0.0,0,191044211.75,103372211.75,0,0.01,0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Dec-2017,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Nov-2017,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,,,P037452,,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Oct-2017,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Sep-2017,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Aug-2017,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Jul-2017,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.75,0.0,0,191044211.75,103372211.75,0,0.01,0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Jun-2017,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-May-2017,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,,191044211.75,0.0,0,191044211.75,103372211.75,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Apr-2017,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.01,0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Mar-2017,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
28-Feb-2017,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Jan-2017,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Dec-2016,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Nov-2016,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Oct-2016,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Sep-2016,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Aug-2016,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Jul-2016,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,-0.01,-0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Jun-2016,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-May-2016,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Apr-2016,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Mar-2016,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,-0.01,-0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
29-Feb-2016,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Jan-2016,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,-0.01,-0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Dec-2015,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Nov-2015,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.01,0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Oct-2015,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.01,0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Sep-2015,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Aug-2015,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,-0.01,-0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Jul-2015,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NPL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Jun-2015,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-May-2015,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Apr-2015,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.0,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Mar-2015,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
28-Feb-2015,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Jan-2015,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Dec-2014,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NPL,Fully Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Nov-2014,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Oct-2014,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Sep-2014,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,-0.01,-0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Aug-2014,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Jul-2014,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,-0.01,-0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Jun-2014,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-May-2014,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.01,0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Apr-2014,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.0,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Mar-2014,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
28-Feb-2014,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Jan-2014,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,-0.01,-0.01,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Dec-2013,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.0,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Nov-2013,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Oct-2013,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
30-Sep-2013,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
31-Aug-2013,IBRD00020,EUROPE AND CENTRAL ASIA,NL,Netherlands,,,,NON POOL,Repaid,4.25,,P037452,RECONSTRUCTION,191044211.8,0.0,0,191044211.8,103372211.8,0,0.0,0.0,87672000.0,87672000.0,0,0,01-Apr-1952,01-Oct-1972,07-Aug-1947,07-Aug-1947,11-Sep-1947,31-Mar-1948,
